Unnamed: 0,번호,제목,저자,출판사,출판일,학위논문사항
,25,The O. C. Voss site: Reassessing what we know about the Fort Ancient occupation of the central Scioto drainage and its tributaries,"Brady-Rawlins, Kathleen",The Ohio State University,2007,해외박사(DDOD)
,26,The Use of Construct Maps in Understanding 7th Grade Students' Learning of Chemical Reaction,"Glazer, Nirit",University of Michigan,2011,해외박사(DDOD)
,27,Building efficient and reliable software-defined networks,"Katta, Naga Praveen Kumar",Princeton University,2016,해외박사(DDOD)
,28,Scalable Analysis of Information Flows in Networks,"Subbian, Karthik",University of Minnesota,2014,해외박사(DDOD)
,29,A feasibility study of a computerized adaptive test of the International Personality Item Pool NEO,"McClarty, Katie Larsen",The University of Texas at Austin,2006,해외박사(DDOD)
,30,"Economics of SPEs ""spacemen"": Tax evasion, stealing, corporate governance and capital structure; evidence from Russia","Mironov, Maxim",The University of Chicago,2008,해외박사(DDOD)
,31,One more river to cross:  African-American congregations at the dawn of a new millennium,"Boddie, Stephanie Clintonia",University of Pennsylvania,2002,해외박사(DDOD)
,32,"Quantification of vegetation diversity and variation on intact and degraded rangelands (Artemisia tridentata, Achnatherum thurberianum, Stipa thurberiana)","Dysart, Patricia Louise",Oregon State University,2002,해외박사(DDOD)
,33,No-reference and reduced reference video quality metrics:  New contributions,"Farias, Mylene Christine Queiroz de","University of California, Santa Barbara",2004,해외박사(DDOD)
,34,From Darkness to Light: Signatures of the Universe's First Galaxies in the Cosmic 21-cm Background,"Mirocha, Jordan",University of Colorado at Boulder,2015,해외박사(DDOD)
,35,Microeconomic Models for Managing Shared Datacenters,"Llull, Qiuyun",Duke University,2017,해외박사(DDOD)
,36,Listening at the Edges: Aural Experience and Affect in a New York Jazz Scene,"Somoroff, Matthew",Duke University,2014,해외박사(DDOD)
,37,Statistical Modeling in Endocrinology: MLE Asymptotics for Difference and Integral Equation-Based Methods,"Liu, Yan",University of Virginia,2010,해외박사(DDOD)
,38,"Effacing the 'imagined slum': Space, subjectivity, and sociality in the margins of New Orleans","Gray, Danny Ryan",The University of Chicago,2012,해외박사(DDOD)
,39,Efficiency and stock market performances of electric power generating companies: A comprehensive analysis of deregulation and reregulation era,"Gurgen, Ender",Rensselaer Polytechnic Institute,2003,해외박사(DDOD)
,40,The Influence of ELL Teachers' Professional Development on Classroom Practice,"Chien, Chin-Wen",University of Washington,2011,해외박사(DDOD)
,41,Credit spreads on the secondary market of sovereign bonds of emerging market countries,"Barcinski, Alexandre",The University of Chicago,2001,해외박사(DDOD)
,42,Corruption and democratization in the Repubic of Korea: The end of political bank robbery,"Schopf, James C","University of California, San Diego",2003,해외박사(DDOD)
,43,A search for weakly interacting dark matter particles with low temperature detectors capable of simultaneously measuring ionization and heat,"Sonnenschein, Andrew Harry","University of California, Santa Barbara",1999,해외박사(DDOD)
,44,"Institutions and economic reform in Mexico:  The case of economic pacts, 1987--1997","Ortega Riquelme, Juan Manuel",Boston University,2002,해외박사(DDOD)
,45,Exploring first-year teacher learning through the lens of Mezirow's transformative learning theory (Jack Mezirow),"Cuddapah, Jennifer Locraft",Columbia University Teachers College,2005,해외박사(DDOD)
,46,"The perceptions of student teachers, cooperating teachers, and university supervisors regarding the assessment of student teacher performance","Traister, Catherine A",The Pennsylvania State University,2005,해외박사(DDOD)
,47,"Autonomy, leadership, and democratization:  Changes in university governance in Spanish public universities, 1983--1996","Murphy, Patricia Brigid",Boston College,2000,해외박사(DDOD)
,48,"Meter, phrase, and form in the compositions of Maria Schneider","Geyer, Benjamin M",University of Kentucky,2016,해외박사(DDOD)
,49,Empirical Analyses of Automotive Supplier Plant Locations,"Rosenbaum, Ted Carl",Yale University,2013,해외박사(DDOD)
,50,Performance Modeling and Characterization of Multicore Computing Systems,"Krishna, Anil",North Carolina State University,2013,해외박사(DDOD)
,51,"Rethinking democratic schooling:  Questions of race, class, and gender in liberal progressive pedagogy","Bianco, Lisa Francesca","Teachers College, Columbia University",2006,해외박사(DDOD)
,52,Understanding and quantifying the impact of changes on construction labor productivity: Integration of productivity factors and quantification methods,"Lee, Seulkee","University of California, Berkeley",2007,해외박사(DDOD)
,53,The effects of teacher attributes on student grades,"Loughery, George B., IV",University of Southern California,2006,해외박사(DDOD)
,54,Empirical validation of a model of franchisee job satisfaction  (organizational commitment)   [microform],"Morrison, Kimberley A",Rensselaer Polytechnic Institute,1995,국내박사
,55,Temporal graph record linkage and k-safe approximate match,"Jupin, Joseph",Temple University,2016,해외박사(DDOD)
,56,Benchmarking interactive social networking actions,"Barahmand, Sumita",University of Southern California,2014,해외박사(DDOD)
,57,An Architecture of Participation for Computational Social Biology,"Brown, Nicholas Williams","University of California, Los Angeles",2013,해외박사(DDOD)
,58,Declarative systems,"Condie, Tyson","University of California, Berkeley",2011,해외박사(DDOD)
,59,Efficient learning and inference for probabilistic graphical models,"Nie, Siqi",Rensselaer Polytechnic Institute,2016,해외박사(DDOD)
,60,Investigating Large-Scale Internet Abuse Through Web Page Classification,"Der, Matthew Francis","University of California, San Diego",2015,해외박사(DDOD)
,61,Cloud-based Methods and Architectures for Robot Grasping,"Kehoe, Benjamin Robert","University of California, Berkeley",2014,해외박사(DDOD)
,62,Keeping pace: Business-to-business marketers and emerging technologies in the consumer electronics industry,"Rottinghaus, Adam Richard",The University of North Carolina at Chapel Hill,2015,해외박사(DDOD)
,63,The Cost of Sharing Information in a Social World,"Ramachandran, Arthi",Columbia University,2017,해외박사(DDOD)
,64,Large Scale Human Activity Monitoring for Diverse Subjects,"Xu, Xiaoyu","University of California, Los Angeles",2013,해외박사(DDOD)
,65,Probabilistic Methods for Distributed Learning,"Zhang, XianXing",Duke University,2014,해외박사(DDOD)
,66,Frontiers in Using LiDAR to Analyze Urban Landscape Heterogeneity,"Singh, Kunwar Krishna Veer",North Carolina State University,2014,해외박사(DDOD)
,67,Studies of Phonon Anharmonicity in Solids,"Lan, Tian",California Institute of Technology,2014,해외박사(DDOD)
,68,"Learning with sparsity: Structures, optimization and applications","Chen, Xi",Carnegie Mellon University,2013,해외박사(DDOD)
,69,Improving Relational Machine Learning by Modeling Temporal Dependencies,"Rossi, Ryan A",Purdue University,2015,해외박사(DDOD)
,70,The spies we trust: Third party service providers and law enforcement surveillance,"Soghoian, Christopher",Indiana University,2012,해외박사(DDOD)
,71,"The Impact of Weighting Marginal DCS Events as Non-Events, Pharmacokinetic Gas Content Models, and Optimal Decompression Schedule Calculation","Murphy, F. Gregory",Duke University,2017,해외박사(DDOD)
,72,Digital Punishment: The Production and Consequences of Online Crime Reporting,"Lageson, Sarah Esther",University of Minnesota,2015,해외박사(DDOD)
,73,Natural Resources and Spatial Spillovers,"Batbold, Dulguun",University of Minnesota,2015,해외박사(DDOD)
,74,"From the streets to the voting booth and back: Contexts, institutions, and political participation in American cities, 1979--2003","Caren, Neal",New York University,2005,해외박사(DDOD)
,75,A Quadruple-Based Text Analysis System for History and Philosophy of Science,"Damerow, Julia",Arizona State University,2014,해외박사(DDOD)
,76,"The study and modeling of atrazine fate in buffer strips soil (Andropogon geradi, Panicum virgatum, Tripsacum dactyloides)","Reungsang, Alissara",Iowa State University,2000,해외박사(DDOD)
,77,The Road Taken:  Women's Life Paths and Personality Development in Late Midlife,"Newton, Nicola J",University of Michigan,2011,해외박사(DDOD)
,78,"""How can you love a work, if you don't know it?"": Critical code and design towards participatory digital editions","Visconti, Amanda","University of Maryland, College Park",2015,해외박사(DDOD)
,79,Pragmatic strategies and power relations in disagreement:  Chinese culture in higher education,"Liu, Si",The University of Arizona,2004,해외박사(DDOD)
,80,Probability approximations with applications in computational finance and computational biology,"Wu, Yichao",The University of North Carolina at Chapel Hill,2006,해외박사(DDOD)
,81,Supporting Implicit Mobile Communication: Harnessing Ubiquitous Sensors for Context and Content to Support Social Connection,"Bales, Elizabeth ShanLing Cheng","University of California, San Diego",2013,해외박사(DDOD)
,82,Fixed and Random Effects Models and Multistage Estimation Procedures for Statistical Population Reconstructions,"Gast, Christopher M",University of Washington,2012,해외박사(DDOD)
,83,Towards Querying and Mining of Large-Scale Networks,"Khan, Arijit","University of California, Santa Barbara",2013,해외박사(DDOD)
,84,"An investigation of accuracy, learning and biases in judgmental adjustments of statistical forecasts","Eroglu, Cuneyt",The Ohio State University,2006,해외박사(DDOD)
,85,Spatio-temporal properties of shallow clouds with an emphasis on the area distribution of radar echoes,"Trivej, Panu","University of California, Los Angeles",2009,해외박사(DDOD)
,86,Adaptive nonlinear modeling and optimization with application to power plant boiler emissions,"Bian, Xiaodong",Lehigh University,2005,해외박사(DDOD)
,87,You focus on the forest when you're in charge of the trees:  The effect of power priming on information processing,"Smith, Pamela Karen",New York University,2004,해외박사(DDOD)
,88,Nonparametric estimation of supermodular regression functions with applications to the telecommunication industry,"Beresteanu, Arie",Northwestern University,2001,해외박사(DDOD)
,89,Propagation of sonic booms in urban landscapes,"Riegel, Kimberly A",The Pennsylvania State University,2012,해외박사(DDOD)
,90,Atmospheric effects on events measured by the Pierre Auger Observatory surface detector,"Criss, Adrienne Elizabeth",The Pennsylvania State University,2012,해외박사(DDOD)
,91,Essays on the Macroeconomic Effects of Heterogeneous Information,"Venkateswaran, Vaidyanathan","University of California, Los Angeles",2011,해외박사(DDOD)
,92,Four-dimensional and vision-based framework for infrastructure maintenance management,"Zhang, Zixiao",Stanford University,2009,해외박사(DDOD)
,93,Structural architecture of bacteriophage described  via streamlined cryo-electron microscopy,"Lander, Gabriel C",The Scripps Research Institute,2009,해외박사(DDOD)
,94,Essays on Macroeconomic Policies,"Waki, Yuichiro",University of Minnesota,2011,해외박사(DDOD)
,95,"Variation in foliar structure and function within the crowns of conifers growing in the central Sierra Nevada, CA","Boniello, Ralph Anthony, IV","University of California, Berkeley",2008,해외박사(DDOD)
